

date,jdobs,filter,absmag,mag,emag,limmag,instrument,reducedby,refsys,issub 
"2009 Mar 01",2454892.05078,"g", 99.0, 99.0,99.0, 20.84,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 17",2454907.75869,"r", 99.0, 99.0,99.0, 21.48,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 17",2454907.83082,"r", 99.0, 99.0,99.0, 22.24,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 17",2454907.95605,"r", 99.0, 99.0,99.0, 21.17,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 20",2454910.98946,"g", 99.0, 99.0,99.0, 22.52,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 20",2454911.01838,"g", 99.0, 99.0,99.0, 21.38,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 25",2454915.70711,"g", 99.0, 99.0,99.0, 20.89,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 26",2454916.70316,"g", 99.0, 99.0,99.0, 20.04,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 27",2454917.70034,"g", 99.0, 99.0,99.0, 20.30,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 27",2454917.79162,"g", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 28",2454918.91691,"g", 99.0, 99.0,99.0, 21.50,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 28",2454918.9634,"g", 99.0, 99.0,99.0, 21.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 31",2454921.74449,"g", 99.0, 99.0,99.0, 20.70,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Mar 31",2454921.86891,"g", 99.0, 99.0,99.0, 21.20,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Apr 01",2454922.90088,"g", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 25",2454976.76534,"g", 99.0, 99.0,99.0, 21.52,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 25",2454976.8203,"g", 99.0, 99.0,99.0, 21.42,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 25",2454976.87078,"g", 99.0, 99.0,99.0, 21.20,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 25",2454976.90119,"g", 99.0, 99.0,99.0, 21.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 27",2454978.71955,"r", 99.0, 99.0,99.0, 21.80,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 27",2454978.79616,"r", 99.0, 99.0,99.0, 21.66,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 27",2454978.84846,"r", 99.0, 99.0,99.0, 21.09,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 27",2454978.88295,"r", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 28",2454979.68269,"r", 99.0, 99.0,99.0, 21.94,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 28",2454979.7385,"r", 99.0, 99.0,99.0, 21.75,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 28",2454979.79565,"r", 99.0, 99.0,99.0, 21.91,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 May 28",2454979.85391,"r", 99.0, 99.0,99.0, 21.14,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Jun 20",2455002.71367,"r", 99.0, 99.0,99.0, 20.95,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Jun 21",2455003.7205,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Jul 06",2455018.68477,"r", 99.0, 99.0,99.0, 21.68,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Jul 06",2455018.77846,"r", 99.0, 99.0,99.0, 20.13,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Dec 18",2455183.95852,"r", 99.0, 99.0,99.0, 19.93,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2009 Dec 18",2455184.00465,"r", 99.0, 99.0,99.0, 20.87,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 01",2455197.97199,"r", 99.0, 99.0,99.0, 20.08,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 01",2455198.01683,"r", 99.0, 99.0,99.0, 20.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 03",2455199.95053,"r", 99.0, 99.0,99.0, 20.29,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 03",2455199.99492,"r", 99.0, 99.0,99.0, 20.42,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 05",2455202.03963,"r", 99.0, 99.0,99.0, 20.42,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 08",2455204.92229,"r", 99.0, 99.0,99.0, 20.37,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 08",2455204.96596,"r", 99.0, 99.0,99.0, 20.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 11",2455207.92492,"r", 99.0, 99.0,99.0, 21.19,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 11",2455207.9705,"r", 99.0, 99.0,99.0, 21.52,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 15",2455211.92171,"r", 99.0, 99.0,99.0, 20.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 15",2455212.00286,"r", 99.0, 99.0,99.0, 20.59,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 25",2455221.84816,"r", 99.0, 99.0,99.0, 20.15,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Jan 25",2455221.89281,"r", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Feb 17",2455244.82538,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Feb 17",2455244.86939,"r", 99.0, 99.0,99.0, 20.95,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Feb 19",2455247.03897,"r", 99.0, 99.0,99.0, 20.50,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Feb 23",2455250.83873,"r", 99.0, 99.0,99.0, 20.12,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 12",2455268.03122,"r", 99.0, 99.0,99.0, 20.79,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 13",2455268.89948,"r", 99.0, 99.0,99.0, 21.81,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 13",2455268.94315,"r", 99.0, 99.0,99.0, 21.90,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 14",2455270.02916,"r", 99.0, 99.0,99.0, 20.75,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 15",2455270.807,"r", 99.0, 99.0,99.0, 20.78,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 15",2455270.85059,"r", 99.0, 99.0,99.0, 20.88,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 16",2455271.85867,"r", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Mar 16",2455271.90227,"r", 99.0, 99.0,99.0, 21.12,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Nov 30",2455531.01064,"r", 99.0, 99.0,99.0, 18.96,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Nov 30",2455531.06402,"r", 99.0, 99.0,99.0, 18.91,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Dec 02",2455533.03902,"r", 99.0, 99.0,99.0, 20.65,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Dec 24",2455555.06027,"r", 99.0, 99.0,99.0, 20.47,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Dec 27",2455558.05485,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2010 Dec 31",2455562.03641,"r", 99.0, 99.0,99.0, 19.53,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 05",2455566.92663,"g", 99.0, 99.0,99.0, 20.85,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 10",2455571.99512,"g", 99.0, 99.0,99.0, 21.23,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 11",2455572.88882,"g", 99.0, 99.0,99.0, 20.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 12",2455574.03867,"r", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 13",2455574.87926,"r", 99.0, 99.0,99.0, 20.78,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 14",2455575.88927,"r", 99.0, 99.0,99.0, 20.46,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 14",2455575.93323,"r", 99.0, 99.0,99.0, 20.63,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 15",2455576.89441,"r", 99.0, 99.0,99.0, 19.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 15",2455576.96566,"r", 99.0, 99.0,99.0, 20.47,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 16",2455577.97762,"r", 99.0, 99.0,99.0, 20.36,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 17",2455578.93376,"r", 99.0, 99.0,99.0, 19.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 17",2455578.981,"r", 99.0, 99.0,99.0, 20.53,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 18",2455579.93279,"r", 99.0, 99.0,99.0, 20.61,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 18",2455579.97941,"r", 99.0, 99.0,99.0, 20.81,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 19",2455580.93218,"r", 99.0, 99.0,99.0, 20.09,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 19",2455580.98105,"r", 99.0, 99.0,99.0, 20.19,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 21",2455582.88389,"r", 99.0, 99.0,99.0, 19.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 21",2455582.92939,"r", 99.0, 99.0,99.0, 19.46,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 22",2455583.89184,"r", 99.0, 99.0,99.0, 20.03,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 22",2455583.93601,"r", 99.0, 99.0,99.0, 20.63,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 23",2455584.88786,"r", 99.0, 99.0,99.0, 19.09,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 26",2455587.85222,"r", 99.0, 99.0,99.0, 19.54,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 26",2455587.92188,"r", 99.0, 99.0,99.0, 20.72,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 27",2455588.98809,"r", 99.0, 99.0,99.0, 20.49,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 27",2455589.031,"r", 99.0, 99.0,99.0, 20.68,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 28",2455589.99905,"r", 99.0, 99.0,99.0, 21.63,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 28",2455590.04257,"r", 99.0, 99.0,99.0, 21.78,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 29",2455591.01868,"r", 99.0, 99.0,99.0, 21.40,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 29",2455591.06308,"r", 99.0, 99.0,99.0, 21.36,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jan 30",2455592.03676,"r", 99.0, 99.0,99.0, 21.24,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 01",2455593.97252,"r", 99.0, 99.0,99.0, 21.20,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 01",2455594.02454,"r", 99.0, 99.0,99.0, 20.51,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 04",2455597.05038,"g", 99.0, 99.0,99.0, 20.67,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 05",2455597.9497,"r", 99.0, 99.0,99.0, 21.34,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 05",2455597.99426,"r", 99.0, 99.0,99.0, 21.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 06",2455598.82235,"g", 99.0, 99.0,99.0, 20.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 06",2455598.87839,"g", 99.0, 99.0,99.0, 20.97,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 06",2455599.05505,"r", 99.0, 99.0,99.0, 20.36,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 07",2455599.93388,"g", 99.0, 99.0,99.0, 20.72,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 07",2455600.06097,"r", 99.0, 99.0,99.0, 20.72,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 09",2455601.88313,"r", 99.0, 99.0,99.0, 19.99,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 11",2455603.82014,"r", 99.0, 99.0,99.0, 20.01,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 11",2455603.86362,"r", 99.0, 99.0,99.0, 20.73,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 12",2455604.96544,"r", 99.0, 99.0,99.0, 20.99,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 12",2455605.00904,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 13",2455606.00617,"r", 99.0, 99.0,99.0, 21.46,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 13",2455606.06123,"r", 99.0, 99.0,99.0, 21.17,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 14",2455607.05169,"r", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 16",2455608.80181,"r", 99.0, 99.0,99.0, 19.41,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 22",2455614.87161,"r", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Feb 22",2455614.97831,"r", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Mar 16",2455636.95916,"r", 99.0, 99.0,99.0, 20.94,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 May 31",2455712.8192,"g", 99.0, 99.0,99.0, 22.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 May 31",2455712.86274,"g", 99.0, 99.0,99.0, 21.53,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 01",2455713.78426,"g", 99.0, 99.0,99.0, 21.38,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 01",2455713.84558,"g", 99.0, 99.0,99.0, 20.04,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 03",2455715.77262,"g", 99.0, 99.0,99.0, 21.45,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 03",2455715.8158,"g", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 04",2455716.80375,"g", 99.0, 99.0,99.0, 21.38,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 04",2455716.84791,"g", 99.0, 99.0,99.0, 20.59,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 05",2455717.79455,"g", 99.0, 99.0,99.0, 21.84,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 05",2455717.83779,"g", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 08",2455720.75557,"g", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2011 Jun 08",2455720.82169,"g", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 13",2455999.84616,"r", 99.0, 99.0,99.0, 20.66,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 13",2455999.88957,"r", 99.0, 99.0,99.0, 20.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 15",2456001.92009,"r", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 15",2456001.96351,"r", 99.0, 99.0,99.0, 20.50,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 21",2456008.00692,"r", 99.0, 99.0,99.0, 21.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2012 Mar 22",2456008.69215,"r", 99.0, 99.0,99.0, 20.64,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Feb 13",2456336.86566,"r", 99.0, 99.0,99.0, 21.14,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Feb 13",2456336.86566,"r", 99.0, 99.0,99.0, 20.89,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Feb 13",2456337.06257,"r", 99.0, 99.0,99.0, 20.83,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Feb 13",2456337.06257,"r", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Feb 14",2456337.8513,"r", 99.0, 99.0,99.0, 21.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Feb 14",2456337.8513,"r", 99.0, 99.0,99.0, 21.06,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Feb 15",2456338.90904,"r", 99.0, 99.0,99.0, 18.79,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 13",2456364.92344,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 13",2456364.92344,"r", 99.0, 99.0,99.0, 21.24,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 13",2456364.93545,"r", 99.0, 99.0,99.0, 21.04,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 13",2456364.93545,"r", 99.0, 99.0,99.0, 21.25,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 13",2456364.94149,"r", 99.0, 99.0,99.0, 22.14,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 13",2456364.94755,"r", 99.0, 99.0,99.0, 21.50,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 13",2456364.94755,"r", 99.0, 99.0,99.0, 21.24,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 13",2456364.95987,"r", 99.0, 99.0,99.0, 21.65,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 13",2456364.95987,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 16",2456367.802,"r", 99.0, 99.0,99.0, 20.34,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 16",2456367.802,"r", 99.0, 99.0,99.0, 20.44,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 16",2456367.83159,"r", 99.0, 99.0,99.0, 21.29,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 16",2456367.83159,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 16",2456367.83159,"r", 99.0, 99.0,99.0, 21.30,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 16",2456367.89536,"r", 99.0, 99.0,99.0, 20.22,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 16",2456367.89536,"r", 99.0, 99.0,99.0, 19.97,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 17",2456368.81074,"r", 99.0, 99.0,99.0, 21.53,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 17",2456368.81074,"r", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 17",2456368.84021,"r", 99.0, 99.0,99.0, 21.34,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 17",2456368.84021,"r", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 17",2456368.84021,"r", 99.0, 99.0,99.0, 22.00,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 17",2456368.88235,"r", 99.0, 99.0,99.0, 21.49,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 17",2456368.88235,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 18",2456369.82674,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 18",2456369.82674,"r", 99.0, 99.0,99.0, 21.18,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 18",2456369.85637,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 18",2456369.85637,"r", 99.0, 99.0,99.0, 21.80,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 18",2456369.85637,"r", 99.0, 99.0,99.0, 21.20,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 18",2456369.88784,"r", 99.0, 99.0,99.0, 21.09,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 18",2456369.88784,"r", 99.0, 99.0,99.0, 20.96,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 19",2456370.85138,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 19",2456370.85138,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 19",2456370.88095,"r", 99.0, 99.0,99.0, 21.18,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 19",2456370.88095,"r", 99.0, 99.0,99.0, 21.69,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 19",2456370.88095,"r", 99.0, 99.0,99.0, 20.84,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 19",2456370.91087,"r", 99.0, 99.0,99.0, 21.33,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 19",2456370.91087,"r", 99.0, 99.0,99.0, 21.03,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 23",2456374.82786,"r", 99.0, 99.0,99.0, 20.75,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 23",2456374.82786,"r", 99.0, 99.0,99.0, 20.52,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 23",2456374.8988,"r", 99.0, 99.0,99.0, 20.65,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 23",2456374.8988,"r", 99.0, 99.0,99.0, 20.56,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 23",2456374.92881,"r", 99.0, 99.0,99.0, 20.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 23",2456374.92881,"r", 99.0, 99.0,99.0, 20.53,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 24",2456375.83154,"r", 99.0, 99.0,99.0, 20.63,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 24",2456375.83154,"r", 99.0, 99.0,99.0, 20.45,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 24",2456375.861,"r", 99.0, 99.0,99.0, 21.01,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 24",2456375.861,"r", 99.0, 99.0,99.0, 20.63,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 24",2456375.861,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 24",2456375.89051,"r", 99.0, 99.0,99.0, 20.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 24",2456375.89051,"r", 99.0, 99.0,99.0, 20.67,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 25",2456376.81698,"r", 99.0, 99.0,99.0, 20.30,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 25",2456376.81698,"r", 99.0, 99.0,99.0, 20.17,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 25",2456376.84649,"r", 99.0, 99.0,99.0, 20.10,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 25",2456376.84649,"r", 99.0, 99.0,99.0, 20.19,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 25",2456376.84649,"r", 99.0, 99.0,99.0, 20.87,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 25",2456376.87639,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 25",2456376.87639,"r", 99.0, 99.0,99.0, 20.44,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 31",2456382.83689,"r", 99.0, 99.0,99.0, 21.20,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 31",2456382.83689,"r", 99.0, 99.0,99.0, 20.79,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 31",2456382.86649,"r", 99.0, 99.0,99.0, 21.04,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 31",2456382.86649,"r", 99.0, 99.0,99.0, 21.46,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Mar 31",2456382.86649,"r", 99.0, 99.0,99.0, 20.87,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Mar 31",2456382.89648,"r", 99.0, 99.0,99.0, 20.94,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Mar 31",2456382.89648,"r", 99.0, 99.0,99.0, 20.69,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 03",2456385.88993,"r", 99.0, 99.0,99.0, 21.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
