

date,jdobs,filter,absmag,mag,emag,limmag,instrument,reducedby,refsys,issub 
"2016 Apr 09",2457488.38032,"r", -18.02, 16.94,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.38278,"r", -17.99, 16.97,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.39103,"i", -17.79, 17.18,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.39348,"i", -17.75, 17.22,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.40307,"B", -17.99, 16.97,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.40668,"B", -17.92, 17.05,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.41045,"V", -17.93, 17.04,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.41291,"V", -17.87, 17.09,0.11, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.41552,"g", -18.08, 16.89,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.41914,"g", -18.03, 16.93,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.42288,"r", -18.04, 16.93,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.42535,"r", -17.98, 16.99,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.42795,"i", -17.80, 17.16,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 09",2457488.43042,"i", -17.77, 17.20,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.34299,"B", -18.11, 16.86,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.3466,"B", -18.08, 16.89,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.35035,"V", -18.13, 16.84,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.3528,"V", -18.14, 16.83,0.08, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.35543,"g", -18.25, 16.72,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.35904,"g", -18.11, 16.85,0.01, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.36279,"r", -18.17, 16.79,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.36524,"r", -18.17, 16.79,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.36784,"i", -18.02, 16.94,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 10",2457489.37029,"i", -18.03, 16.93,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.62562,"B", -18.15, 16.81,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.62841,"B", -18.16, 16.81,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.63139,"V", -18.26, 16.70,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.63325,"V", -18.27, 16.70,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.63531,"g", -18.33, 16.64,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.63811,"g", -18.29, 16.67,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.64105,"r", -18.22, 16.74,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.64293,"r", -18.26, 16.70,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.64498,"i", -18.06, 16.90,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457489.64684,"i", -18.07, 16.89,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.34022,"B", -18.87, 16.09,0.13, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.3453,"V", -18.99, 15.98,0.15, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.34683,"V", -18.39, 16.57,0.12, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.34854,"g", -18.36, 16.61,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.35101,"g", -18.45, 16.51,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.3537,"r", -18.34, 16.62,0.06, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.35524,"r", -18.33, 16.63,0.07, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.41671,"B", -18.36, 16.60,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.41917,"B", -18.45, 16.51,0.10, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.42177,"V", -18.37, 16.59,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.4233,"V", -18.28, 16.68,0.09, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.425,"g", -18.45, 16.51,0.02, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.42745,"g", -18.34, 16.62,0.03, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.43003,"r", -18.37, 16.59,0.05, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.43156,"r", -18.37, 16.60,0.04, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.43324,"i", -17.51, 17.45,0.12, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 11",2457490.43477,"i", -17.93, 17.03,0.17, 99.00,"LCOGT1m+SBIG","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.61484,"B", -18.31, 16.66,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.6176,"B", -18.32, 16.64,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.62051,"V", -18.33, 16.63,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.62236,"V", -18.40, 16.56,0.13, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.62436,"g", -18.35, 16.61,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.62714,"g", -18.27, 16.69,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.69748,"B", -18.42, 16.55,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.70027,"B", -18.45, 16.51,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.70319,"V", -18.47, 16.50,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.70505,"V", -18.48, 16.49,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Apr 12",2457490.70709,"g", -18.51, 16.45,0.01, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
